epoch,from_scratch (language),megxl_eeg1 (language),megxl_eeg2 (language)
0,0.04318520426750183,0.0478023961186409,0.04779060557484627
1,0.04576030746102333,0.04964110255241394,0.049670517444610596
2,0.047781407833099365,0.05131293460726738,0.05124160274863243
3,0.04896818846464157,0.052076973021030426,0.052120864391326904
4,0.04996702820062637,0.05277849733829498,0.05276380479335785
5,0.05132388696074486,0.053899288177490234,0.05387706309556961
6,0.05191867798566818,0.054386358708143234,0.05437811091542244
7,0.05266505107283592,0.055000096559524536,0.054943427443504333
8,0.05370586737990379,0.05594184994697571,0.05591270700097084
9,0.05422109737992287,0.05631234124302864,0.056383296847343445
10,0.05506714805960655,0.05718626454472542,0.057133808732032776
11,0.05530157685279846,0.05729130282998085,0.05734187364578247
12,0.056182861328125,0.05797220394015312,0.05809306353330612
13,0.056632500141859055,0.05862005800008774,0.05869608744978905
14,0.057468436658382416,0.05937430262565613,0.059448424726724625
15,0.057919565588235855,0.05972840264439583,0.05973876640200615
16,0.0585833303630352,0.060501839965581894,0.06052936986088753
17,0.058988071978092194,0.060788482427597046,0.060850389301776886
18,0.05968117341399193,0.06151902675628662,0.061479002237319946
19,0.06012154370546341,0.06175970658659935,0.061834316700696945
20,0.06073199212551117,0.06256265938282013,0.06256736814975739
21,0.061557408422231674,0.063191719353199,0.0632123202085495
22,0.06226717308163643,0.06367430090904236,0.06364540755748749
23,0.06299851834774017,0.06408433616161346,0.06406626105308533
24,0.0634407252073288,0.06494655460119247,0.06499985605478287
25,0.06398656964302063,0.06532347947359085,0.06535135954618454
26,0.06481849402189255,0.06627548485994339,0.06626632064580917
27,0.06523111462593079,0.06660724431276321,0.06661549210548401
28,0.06630062311887741,0.06743373721837997,0.0673975721001625
29,0.06695862859487534,0.06854181736707687,0.06842217594385147
30,0.06727263331413269,0.06836678832769394,0.06835640221834183
31,0.06829582154750824,0.06955692917108536,0.06954767554998398
32,0.0689167007803917,0.07021031528711319,0.0701785460114479
33,0.06937539577484131,0.07087969034910202,0.07086960971355438
34,0.07047231495380402,0.07161737233400345,0.07166585326194763
35,0.0710730031132698,0.0721135288476944,0.07209142297506332
36,0.0717117190361023,0.07283057272434235,0.07291403412818909
37,0.07249458879232407,0.0735098347067833,0.07355348020792007
38,0.07320014387369156,0.07438071817159653,0.07446235418319702
39,0.07352697104215622,0.07461628317832947,0.07470499724149704
40,0.07427074015140533,0.07539892941713333,0.07548080384731293
41,0.07516439259052277,0.0759461373090744,0.07583636790513992
42,0.07565803825855255,0.07664263993501663,0.07677417993545532
43,0.0759904757142067,0.0769965797662735,0.07689264416694641
44,0.07665374130010605,0.07727700471878052,0.0775151327252388
45,0.07687945663928986,0.07765141129493713,0.07769354432821274
46,0.07745513319969177,0.0781543180346489,0.07820654660463333
47,0.0775010734796524,0.07814865559339523,0.07815653085708618
48,0.07742062956094742,0.07840336859226227,0.07839207351207733
49,0.07787348330020905,0.07886040955781937,0.07878652960062027
