epoch,from_scratch (reading),megxl_eeg1 (reading),megxl_eeg2 (reading)
0,0.01434166170656681,0.038483452051877975,0.03848779946565628
1,0.017447317019104958,0.04055532440543175,0.04054903984069824
2,0.01882593147456646,0.041546765714883804,0.04155480116605759
3,0.019979851320385933,0.04216285049915314,0.04216494783759117
4,0.021848412230610847,0.04270637035369873,0.042694587260484695
5,0.024973992258310318,0.04325120896100998,0.0432659313082695
6,0.02786228060722351,0.04345421493053436,0.04347928985953331
7,0.030004363507032394,0.04394879937171936,0.043944429606199265
8,0.031799618154764175,0.044356077909469604,0.044336650520563126
9,0.03378796949982643,0.04483030363917351,0.044835034757852554
10,0.03524438291788101,0.04510842263698578,0.045106176286935806
11,0.03652031347155571,0.045419853180646896,0.04543457552790642
12,0.03777029737830162,0.04584075137972832,0.04583163186907768
13,0.03856359049677849,0.046175818890333176,0.04615607112646103
14,0.03927554935216904,0.046259623020887375,0.046257469803094864
15,0.04019362851977348,0.04659475386142731,0.0465860441327095
16,0.04068262502551079,0.046845488250255585,0.04684578627347946
17,0.04147366061806679,0.04723401740193367,0.04723745957016945
18,0.04202171787619591,0.047414910048246384,0.04740464314818382
19,0.04250650107860565,0.04770509526133537,0.047702640295028687
20,0.04282506927847862,0.04783383756875992,0.04783738777041435
21,0.04357535392045975,0.04826198145747185,0.0482618622481823
22,0.043938349932432175,0.048452943563461304,0.048453401774168015
23,0.04429389163851738,0.048651739954948425,0.04864637926220894
24,0.04463723301887512,0.048915132880210876,0.04891738295555115
25,0.04513783007860184,0.04919510707259178,0.04919945076107979
26,0.04542907699942589,0.04944578930735588,0.049444530159235
27,0.04561793804168701,0.049507688730955124,0.04950748756527901
28,0.04603952541947365,0.04988112300634384,0.04987461864948273
29,0.04621254280209541,0.04992346838116646,0.04993537440896034
30,0.046586256474256516,0.05009908601641655,0.05010228976607323
31,0.04679469019174576,0.05033829063177109,0.05035220459103584
32,0.04712474346160889,0.050590548664331436,0.05059050768613815
33,0.04739142209291458,0.05079694837331772,0.050794441252946854
34,0.04767363518476486,0.05099882557988167,0.050998032093048096
35,0.047773513942956924,0.05110941454768181,0.051115550100803375
36,0.048080917447805405,0.051254428923130035,0.051252491772174835
37,0.04817584529519081,0.0513346791267395,0.051333505660295486
38,0.04851182550191879,0.051655013114213943,0.051648758351802826
39,0.04863980785012245,0.051636211574077606,0.051637232303619385
40,0.048796433955430984,0.051733698695898056,0.05173543468117714
41,0.04885190725326538,0.051828380674123764,0.051823075860738754
42,0.04924500733613968,0.052166469395160675,0.05217735096812248
43,0.04911485314369202,0.0519661083817482,0.05195264518260956
44,0.0492095872759819,0.05203705653548241,0.05204091966152191
45,0.04937437176704407,0.052242159843444824,0.052249640226364136
46,0.04948023706674576,0.05232841894030571,0.05233214795589447
47,0.049237560480833054,0.05209486931562424,0.0520840547978878
48,0.04941939562559128,0.05219855532050133,0.05219806358218193
49,0.04951363429427147,0.05222531408071518,0.0522235743701458
