epoch,from_scratch (language),megxl_eeg1 (language),megxl_eeg2 (language)
0,0.038433097302913666,0.04228454828262329,0.04233153909444809
1,0.04065866768360138,0.04416915401816368,0.04418463632464409
2,0.04258967190980911,0.04597451165318489,0.04595763236284256
3,0.043806880712509155,0.04654502868652344,0.04656926915049553
4,0.044540103524923325,0.04750692844390869,0.047497618943452835
5,0.04562995955348015,0.048255082219839096,0.0482284314930439
6,0.0464777946472168,0.04870642349123955,0.04875362291932106
7,0.047208722680807114,0.04954979568719864,0.04951196163892746
8,0.048056960105895996,0.05022605508565903,0.050249844789505005
9,0.048653289675712585,0.05086350440979004,0.05085961893200874
10,0.04957956448197365,0.05150623992085457,0.051555030047893524
11,0.049771156162023544,0.05166928470134735,0.05173588544130325
12,0.05054889991879463,0.0523490235209465,0.05241258442401886
13,0.050977785140275955,0.05286867171525955,0.052902206778526306
14,0.051840752363204956,0.05351092666387558,0.05362057685852051
15,0.052266404032707214,0.0539255365729332,0.053976673632860184
16,0.052910130470991135,0.05468446761369705,0.054663196206092834
17,0.05332140251994133,0.05514718219637871,0.05521837994456291
18,0.05387527868151665,0.05559825524687767,0.055682215839624405
19,0.05405297130346298,0.05601445958018303,0.056033436208963394
20,0.05516007915139198,0.056837935000658035,0.05687154829502106
21,0.05585289001464844,0.057381074875593185,0.05742306634783745
22,0.05651795491576195,0.05788204073905945,0.05795703083276749
23,0.057058315724134445,0.05850369483232498,0.058423399925231934
24,0.05757394805550575,0.059025101363658905,0.059046272188425064
25,0.058094389736652374,0.059519585222005844,0.05954304710030556
26,0.05867398530244827,0.060216788202524185,0.060325007885694504
27,0.05944758281111717,0.060609132051467896,0.06072080507874489
28,0.06027773395180702,0.06143060699105263,0.06134793534874916
29,0.060826756060123444,0.06256212294101715,0.06254643201828003
30,0.0613425187766552,0.06244293972849846,0.06242766231298447
31,0.06219079717993736,0.06354403495788574,0.06353377550840378
32,0.06296027451753616,0.06413029134273529,0.06416528671979904
33,0.06340190768241882,0.0644761174917221,0.06446115672588348
34,0.06458418816328049,0.06563830375671387,0.06562764197587967
35,0.06517930328845978,0.06624266505241394,0.06630872189998627
36,0.06610209494829178,0.0670706108212471,0.0671999454498291
37,0.06648238003253937,0.06747223436832428,0.06751275062561035
38,0.06718762218952179,0.06827213615179062,0.06812068819999695
39,0.06761631369590759,0.06859435886144638,0.06869210302829742
40,0.06804400682449341,0.06932581216096878,0.06924039870500565
41,0.06880023330450058,0.06971869617700577,0.06977562606334686
42,0.06946192681789398,0.07055647671222687,0.07060781866312027
43,0.06969830393791199,0.070863738656044,0.0708003118634224
44,0.07039294391870499,0.07086607813835144,0.07090984284877777
45,0.07067669928073883,0.07143576443195343,0.07160571217536926
46,0.07127619534730911,0.07196462154388428,0.0719713568687439
47,0.07133571058511734,0.07184337824583054,0.07188902050256729
48,0.07132453471422195,0.07202110439538956,0.07198844105005264
49,0.07147359848022461,0.07247190177440643,0.07252649962902069
