epoch,from_scratch (language),megxl_eeg1 (language),megxl_eeg2 (language)
0,0.044729094952344894,0.04941016808152199,0.04950268566608429
1,0.04729614034295082,0.05139033496379852,0.05139946565032005
2,0.049535561352968216,0.053232017904520035,0.053330570459365845
3,0.05054724961519241,0.05412491038441658,0.05405829846858978
4,0.05177916958928108,0.05491830036044121,0.054854460060596466
5,0.052932631224393845,0.05572202801704407,0.05574945732951164
6,0.05374066159129143,0.056224364787340164,0.05620882660150528
7,0.05459697172045708,0.057063933461904526,0.05698550119996071
8,0.055334314703941345,0.05796925351023674,0.05796358361840248
9,0.056422390043735504,0.0584070198237896,0.05843304097652435
10,0.05711181089282036,0.05924881249666214,0.059157297015190125
11,0.05733673274517059,0.059540554881095886,0.05963244289159775
12,0.05809059739112854,0.06002400442957878,0.060085494071245193
13,0.05893939360976219,0.06096181273460388,0.06096169725060463
14,0.05942673236131668,0.06146969273686409,0.061469703912734985
15,0.05999763682484627,0.06177971512079239,0.06189041584730148
16,0.06076923757791519,0.06260199844837189,0.06264021247625351
17,0.061315469443798065,0.06309552490711212,0.06312569975852966
18,0.06191100925207138,0.06357111036777496,0.06361360847949982
19,0.062321536242961884,0.06396052241325378,0.06396795064210892
20,0.06305443495512009,0.06493105739355087,0.0648830458521843
21,0.06373537331819534,0.06545823067426682,0.06543820351362228
22,0.06439252942800522,0.0659765675663948,0.0660390555858612
23,0.06494565308094025,0.0664081797003746,0.06646541506052017
24,0.06595095992088318,0.06728958338499069,0.06746061146259308
25,0.06635669618844986,0.06777877360582352,0.0677976906299591
26,0.06697160005569458,0.06848481297492981,0.0685252845287323
27,0.06740767508745193,0.06892053037881851,0.06897897273302078
28,0.06849688291549683,0.07004518061876297,0.07001164555549622
29,0.06915447115898132,0.07085692882537842,0.0708576887845993
30,0.06959795206785202,0.07108233869075775,0.07110579311847687
31,0.07072269171476364,0.07195985317230225,0.0719711109995842
32,0.07136758416891098,0.07283011078834534,0.07280254364013672
33,0.07180776447057724,0.07312872260808945,0.07315896451473236
34,0.07306592911481857,0.07442218065261841,0.07445874810218811
35,0.0735727846622467,0.07475873082876205,0.07476183772087097
36,0.07448969781398773,0.07572011649608612,0.07582104951143265
37,0.0751393586397171,0.07632207870483398,0.07637835294008255
38,0.07585731893777847,0.07707703113555908,0.0770692303776741
39,0.07616346329450607,0.07723727077245712,0.07732868194580078
40,0.07669084519147873,0.07795344293117523,0.07793445140123367
41,0.0777398943901062,0.07867860049009323,0.07866740971803665
42,0.07830926775932312,0.07902601361274719,0.07906530052423477
43,0.07851683348417282,0.07956497371196747,0.07936402410268784
44,0.0791429802775383,0.07991000264883041,0.07994772493839264
45,0.07946313172578812,0.08030357956886292,0.080320805311203
46,0.07988446950912476,0.08071321994066238,0.08063293248414993
47,0.08016125857830048,0.08055875450372696,0.08055365085601807
48,0.0799982026219368,0.08091162890195847,0.0808265283703804
49,0.08022629469633102,0.08137033879756927,0.08126916736364365
