epoch,from_scratch (reading),megxl_eeg1 (reading),megxl_eeg2 (reading)
0,0.01639212667942047,0.04045982286334038,0.040461692959070206
1,0.020082686096429825,0.042425669729709625,0.0424262210726738
2,0.021712567657232285,0.043322741985321045,0.043331556022167206
3,0.022996988147497177,0.04398157447576523,0.04397663474082947
4,0.024576395750045776,0.044380709528923035,0.04437215253710747
5,0.027366159483790398,0.04500412195920944,0.045004308223724365
6,0.030039191246032715,0.04506572335958481,0.04507480934262276
7,0.032091088593006134,0.045552466064691544,0.0455612875521183
8,0.03396522253751755,0.046001169830560684,0.04598318785429001
9,0.03582329675555229,0.046433232724666595,0.046411313116550446
10,0.03719040006399155,0.04670672118663788,0.046715009957551956
11,0.038396839052438736,0.04693017154932022,0.046931106597185135
12,0.039691995829343796,0.04731545224785805,0.04732894152402878
13,0.04050147533416748,0.04769868403673172,0.04769120737910271
14,0.04101528227329254,0.04769909754395485,0.04770072177052498
15,0.04192440211772919,0.048111461102962494,0.04811113327741623
16,0.04241147264838219,0.04826842248439789,0.04827812314033508
17,0.04325178265571594,0.04874357953667641,0.048750072717666626
18,0.04376327991485596,0.04893993213772774,0.048945605754852295
19,0.0441909097135067,0.049136675894260406,0.04914065822958946
20,0.04445407912135124,0.04924875125288963,0.04925358295440674
21,0.04524337872862816,0.04973481222987175,0.049741704016923904
22,0.04551709443330765,0.0498412624001503,0.04984455928206444
23,0.045895110815763474,0.05004408583045006,0.05004601553082466
24,0.046243034303188324,0.05026225745677948,0.05026596412062645
25,0.04664961248636246,0.05056452006101608,0.05056357756257057
26,0.04686150699853897,0.05063471570611,0.0506356842815876
27,0.04722476378083229,0.05095440521836281,0.05096282809972763
28,0.04761507734656334,0.0512152835726738,0.05121657997369766
29,0.04771100729703903,0.051216281950473785,0.05120661109685898
30,0.048144660890102386,0.05149988830089569,0.05150488764047623
31,0.04834258556365967,0.05168316513299942,0.05168649181723595
32,0.048585329204797745,0.05184542387723923,0.05184047669172287
33,0.04888744652271271,0.05210085213184357,0.05211276933550835
34,0.0490412600338459,0.05227794870734215,0.05227348953485489
35,0.049353279173374176,0.05245685204863548,0.052461426705121994
36,0.04953968897461891,0.05260526016354561,0.05260816216468811
37,0.0495496541261673,0.0525897853076458,0.05260291323065758
38,0.049974288791418076,0.05294619873166084,0.052946727722883224
39,0.05004081875085831,0.05296972021460533,0.05296875163912773
40,0.05016887187957764,0.052993837743997574,0.05300070717930794
41,0.0502491220831871,0.05306650325655937,0.05307123810052872
42,0.05059773474931717,0.053390901535749435,0.05340023711323738
43,0.050449855625629425,0.05325906723737717,0.053256843239068985
44,0.05061784014105797,0.05334292724728584,0.053338222205638885
45,0.05072064697742462,0.05345801264047623,0.05346617475152016
46,0.05080794915556908,0.053568143397569656,0.05357756465673447
47,0.05059162899851799,0.05332107096910477,0.05332262068986893
48,0.0507848784327507,0.05345387011766434,0.05344785004854202
49,0.05083725228905678,0.05350656807422638,0.053505945950746536
