epoch,from_scratch (reading),megxl_eeg1 (reading),megxl_eeg2 (reading)
0,0.015930594876408577,0.04273096099495888,0.04272672161459923
1,0.020030448213219643,0.04481418803334236,0.044816792011260986
2,0.021652309224009514,0.045735087245702744,0.045739538967609406
3,0.0231464896351099,0.04658396542072296,0.04657253623008728
4,0.02511671558022499,0.04703572764992714,0.047018133103847504
5,0.028575416654348373,0.047710586339235306,0.04771938547492027
6,0.03166688606142998,0.0478467158973217,0.047842949628829956
7,0.033852968364953995,0.04823765158653259,0.048257000744342804
8,0.035844676196575165,0.048754289746284485,0.04875064641237259
9,0.03782052546739578,0.04923749342560768,0.04924150928854942
10,0.03927246481180191,0.04950375109910965,0.04951293021440506
11,0.04056712985038757,0.0498364232480526,0.04984024167060852
12,0.041855644434690475,0.05020660161972046,0.05020555108785629
13,0.04275005683302879,0.05061441287398338,0.05061715841293335
14,0.04336199164390564,0.05066247656941414,0.05066167935729027
15,0.044277917593717575,0.05105028674006462,0.051045846194028854
16,0.0448746532201767,0.05124396085739136,0.05123385414481163
17,0.04565576836466789,0.0517427884042263,0.0517379529774189
18,0.046238336712121964,0.05195370316505432,0.05195830762386322
19,0.04678839072585106,0.05226094648241997,0.05226275324821472
20,0.04715275764465332,0.052327871322631836,0.052331678569316864
21,0.0477760024368763,0.05274046212434769,0.052740659564733505
22,0.04814168065786362,0.05294451862573624,0.05295209959149361
23,0.04861776530742645,0.053134504705667496,0.0531378798186779
24,0.04901542514562607,0.053447697311639786,0.053442154079675674
25,0.049449462443590164,0.053746297955513,0.053747087717056274
26,0.04965991526842117,0.05386936664581299,0.05387185141444206
27,0.049942806363105774,0.05402008444070816,0.05402059108018875
28,0.05036964267492294,0.05430242046713829,0.054309044033288956
29,0.05058163031935692,0.054411813616752625,0.05441049486398697
30,0.05097849294543266,0.05466507747769356,0.05466720834374428
31,0.0511707104742527,0.05490195006132126,0.054898183792829514
32,0.0515335388481617,0.05512876808643341,0.05513743683695793
33,0.05183381587266922,0.05531539022922516,0.05531330779194832
34,0.05191514641046524,0.055337049067020416,0.05533551052212715
35,0.05228463560342789,0.055624864995479584,0.05561923235654831
36,0.05245828628540039,0.055781133472919464,0.055775970220565796
37,0.05267758667469025,0.05585829168558121,0.055857107043266296
38,0.0529358945786953,0.0561782643198967,0.05617264285683632
39,0.05305996909737587,0.056195326149463654,0.05619138851761818
40,0.05316031351685524,0.05620550736784935,0.05620512366294861
41,0.05336495116353035,0.05637408792972565,0.05637068673968315
42,0.05355153605341911,0.056623686105012894,0.056625060737133026
43,0.053560927510261536,0.056488461792469025,0.05648336559534073
44,0.05367130786180496,0.0566597506403923,0.056662771850824356
45,0.053810909390449524,0.056770723313093185,0.056772757321596146
46,0.05384266749024391,0.05681374669075012,0.05682658776640892
47,0.053744491189718246,0.05662738159298897,0.0566289946436882
48,0.05391508340835571,0.05674130097031593,0.05674029886722565
49,0.053966015577316284,0.05692560598254204,0.05692637711763382
