epoch,from_scratch (language),megxl_eeg1 (language),megxl_eeg2 (language)
0,0.040027208626270294,0.0441259928047657,0.04423313960433006
1,0.04214036092162132,0.04591117054224014,0.04588383808732033
2,0.044048089534044266,0.047417037189006805,0.04734625667333603
3,0.045075032860040665,0.048054590821266174,0.04810730740427971
4,0.04622326046228409,0.04893055558204651,0.04889630898833275
5,0.04702020063996315,0.04994330182671547,0.04994095116853714
6,0.0476573146879673,0.05019156262278557,0.050240468233823776
7,0.04861797019839287,0.050838880240917206,0.05083093047142029
8,0.04953382909297943,0.05189253389835358,0.05185358598828316
9,0.05028635635972023,0.05220162495970726,0.052204180508852005
10,0.05089191347360611,0.053050447255373,0.05294937640428543
11,0.0513727180659771,0.05332930013537407,0.053352706134319305
12,0.05189723148941994,0.05384010821580887,0.05385523661971092
13,0.05222386121749878,0.054303646087646484,0.05433936044573784
14,0.05300780385732651,0.05497336387634277,0.05499403923749924
15,0.053529299795627594,0.05530912056565285,0.05538127198815346
16,0.05423140898346901,0.055965736508369446,0.05587504431605339
17,0.05480604246258736,0.05633676424622536,0.056355834007263184
18,0.05524454265832901,0.05711543932557106,0.05714878439903259
19,0.05558466166257858,0.05729113519191742,0.057337697595357895
20,0.056251268833875656,0.05807797238230705,0.058130696415901184
21,0.05692392215132713,0.05869600176811218,0.058751821517944336
22,0.057584282010793686,0.05920543894171715,0.0592447929084301
23,0.058374203741550446,0.05958179384469986,0.05955103784799576
24,0.05879984050989151,0.060352664440870285,0.06029519438743591
25,0.05911625549197197,0.060770183801651,0.060814373195171356
26,0.05997898057103157,0.06124509125947952,0.061294522136449814
27,0.060477364808321,0.06180831044912338,0.06191128492355347
28,0.06127595156431198,0.06276638805866241,0.06269201636314392
29,0.061997465789318085,0.06350670754909515,0.06344437599182129
30,0.06248585507273674,0.06383445858955383,0.06372850388288498
31,0.06364668160676956,0.06478158384561539,0.06476444005966187
32,0.0641154795885086,0.0652284026145935,0.0653080940246582
33,0.0644797533750534,0.06576255708932877,0.06578876823186874
34,0.06578578799962997,0.06665769219398499,0.06680117547512054
35,0.06607285887002945,0.06703566759824753,0.06705304235219955
36,0.06674108654260635,0.06806597113609314,0.06810630857944489
37,0.06751513481140137,0.06849844753742218,0.06856079399585724
38,0.06819756329059601,0.06943987309932709,0.06939519941806793
39,0.06884963065385818,0.06980163604021072,0.06980493664741516
40,0.06898898631334305,0.07014265656471252,0.07012994587421417
41,0.06989125907421112,0.07085437327623367,0.07079578936100006
42,0.07036051154136658,0.07173538208007812,0.0717061385512352
43,0.0707937628030777,0.07192481309175491,0.07183264195919037
44,0.07145220786333084,0.07194667309522629,0.07201042771339417
45,0.07134968042373657,0.07245739549398422,0.07259722054004669
46,0.07184477895498276,0.07268473505973816,0.07283727824687958
47,0.07200627028942108,0.07285767793655396,0.07288193702697754
48,0.07206321507692337,0.07318760454654694,0.07315856963396072
49,0.07234368473291397,0.0734051987528801,0.07328655570745468
